,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam,MachineScore
34,EDUCATION,<p>En mi districto primero vaz a la escuela elemental^ usualmente entras en el kindergaden hasta el quinto. Despues te vaz a la escuela secundaria^ ahi estas por 3 años^ sexto hasta el octavo. Luego^ te vaz a la escuela prepa^ noveno hasta el ultimo año que es el doce. Para ir a le prepa tu puedes escojer a que escuela^ te puedes ir a la prepa normal de tu comunidad o a una que se llama WIndham Tech^ en la tech escojes un area que te guste^ lo bueno es que no siempre andas haciendo trabajo de la escuela^ lo malo es que tienes que usar uniforme.</p><p>Despues de la Prepa los estudiantes usualmente se van al colegio^ ahi escogen algo para estudiar y lo estudian por 4 años. Si no quieren ir al colegio las personas usualmente se ponen a trabajar. Mi hermano mayor^ va a ir al colegio a estudiar Manifactura. </p>,B2,3708344,68,J4738436,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I4,A-SE,171,,,,2021-06-20,2-A-SE
35,EDUCATION,<p>Mi sistema escolar es bastante facil^ solo entra a clase tomas 7 clases al dia y tienes el almuerzo y sala de estudio^ asi que si necesitas ponerte al dia con las clases^ puedes estudiar. Los estudiantes duspues de terminar escuela secundaria se toman en descanso y piensan que quieren hacer si ir a trabajar o ir a la universidad. Los pros y los contras de tener un descando de estudio es que te puedes distraer muy rapido y un pro es que puedes subir las notas si hace la tarea bien </p>,B2,3708059,50,T4738139,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I4,A-SE,171,,,,2021-06-20,2-A-SE
36,LANGUAGE ARTS,<p>Los </p>,B2,3708059,50,T4738139,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I4,A-NE,171,,,,2021-06-20,3-A-NE
37,LANGUAGE ARTS,,B2,3708344,68,J4738436,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I4,A-NE,171,,,,2021-06-20,3-A-NE
40,COMMUNICATIONS,<p>Los adolescentes y los adultos se comunican de muchas formas differentes.  Una de las principales diferencias en la comunicación son las aplicaciones que utilizan para comunicarse.  La mayoría de los adultos usan Facebook y los mensajes de texto para comunicarse^ mientras que los adolescentes usan Instagram y Snapchat.  La mayor diferencia entre las aplicaciones es que los mensajes de texto y los mensajes de Facebook se basan en hablar y escribir^ mientras que Instagram y Snapchat se basan en imágenes.  Esto crea una gran diferencia en las técnicas de escritura de adultos y adolescentes.  Los adultos usan oraciones completas y hablan completamente porque están acostumbrados a hablar completamente cuando hablan o envían mensajes de texto.  Los adolescentes^ sin embargo^ están acostumbrados a comunicarse a través de imágenes.  Instagram y Snapchat se utilizan para publicar imágenes en línea y usar textos breves o leyendas junto con las imágenes. Esto influye en los adolescentes para que utilicen palabras cortas y jergas como idk o lol.</p><p>Vemos esta principal diferencia en el pasado en la forma en que los adultos crecieron frente los adolescentes.  Los adultos no tenían despositivos electrónicos como teléfonos mobiles o tabletas para enviar mensajes de texto o publicar fotos.  Todo lo que tenían para comunicarse era un teléfono en la pared o hablar en persona.  Los niños ahora obtienen teléfonos cuando son muy pequeños y aprenden a enviar mensajes de texto y fotos muy rápidamente.  Esto cambia drásticamente la forma en que los niños y los adultos comunican. </p>,B2,3745356,45,B4783089,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,I5,A-SE,473,,,,2021-06-20,1-A-M+
41,COMMUNICATIONS,,B2,3691822,10,T4719164,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,I1,A-NE,3543,,,,2021-06-20,3-A-NE
55,FAMOUS PERSON,,B2,3691822,10,T4719164,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,I1,A-NE,3543,,,,2021-06-20,3-A-NE
56,FAMOUS PERSON,<p>Estimada Rigoberta Menchu:<br></p><p>Te escribo esta carta para invitarte formalmente a presentarte en mi escuela.  Voy a Bacon Academia en Colchester Connecticut.  Me gustaría invitarte a hablar porque creo que la historia de tu vida es una de las historias más inspiradoras que he escuchado.  Ha dedicado toda su vida a ayudar a todos los que ha podido.  Has luchado por la libertad de miliones de personas en todo el mundo y espero que mis compañeros puedan aprender de ti y sentirse inspirados para ayudar a otras personas con sus vidas. Incluso si lo único que hacen es ayudar a limpiar la basura de la ciudad o si protestan contra la discriminación. Cualquier cosa que hagan para ayudar es más que suficiente y creo que si vinieras a hablar^ más de una persona se inspiraría.</p><p>Cuando vengas a nuestra ciudad^ puedes hablar con más que solo los estudiantes.  Hay un escenario que se puede instalar en el centro de la ciudad en el que la gente suele escuchar conciertos.  Podemos dejar que se pare en el escenario y hable con toda la comunidad.  Puedes inspirar no solo a los estudiantes de nuestra ciudad sino a toda la gente.  Puede visitar muchos de los sitios históricos de nuestra ciudad y aprender sobre nuestra historia como nosotros hemos aprendido sobre la suya.  Creo que realmente disfrutará de su tiempo aquí y todos se beneficiarán de que venga</p><p>Sinceramente Josh</p>,B2,3745356,45,B4783089,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,I5,A-MF,473,,,,2021-06-20,2-A-SE
57,FAMOUS PERSON,<p>Querido Messi^</p><p>Me gustaría invitarles a mi escuela a presentar sobre el fútblo. Nos gustaría motivación y consejos sobre cómo mejorar nuestras habilidades futbolísticas. Todos podemos aprender mucho de lo que usted tiene que decir. Todos nosotros los idolatramos por lo que han llegado a ser y les gustaría escuchar su historia.</p><p>Cuando usted venga por primera vez le daremos un paseo por la escuela. Luego tomaremos fotos con usted y tendremos una conversación. Entonces usted dará su discurso delante de toda la escuela. Después almorzaremos y se reunirá con funcionarios de la ciudad^ Por último^ tendremos una fiesta de pizza y luego se puede ir.<br></p><p>Sinceramente^</p><p>Tomas</p>,B2,3707452,70,J4737468,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,I5,A-MM,3400,,,,2021-06-20,2-A-SE
58,FAMOUS PERSON,<p>Hola^ </p><p>Soy una estudiante en una escuella muy pequena y rural. En mi pueblo do hay mucho diversidad y yo pienso que es muy importante para los jovenes a tiene experiancias donde ellos ven que el mundo tiene mucho diversidad. En mi opinion^ que es necessario es para personas a ven que todos personas son similar. Ellos pensaban que sus experiancias son uniquo^ pero no es cierto. Personas en latin americano tambien tiene experiencias similar. Para empatia a exsisten^ es necassario para ellos a ven que humanos son humanos^ y si ellos ven sus experiencias en gente que son differentes a ellos^ mi esperanza es que ellos aprender la empatia.</p><p>Mi pubeblo es muy pequena y no es muy bonita^ pero es en montanas que son muy bonitas. Es perfecta para una vacacion^ y si tu visitar mi esculla^ tu hablar a ninos que tiene cinco anos y tambien adoclectes que tiene diez y siete anos. En mi escuella para personas que hablar a los estudiantes^ hay una desayuno en la esculla formal con comida local. La comida de la resturante Dunkin Donuts es muy popular con los personas que hablar en mi escuella. Pero mas importante^ es una oportunidad para to a hablar con ninos y ninas de inspiracion. </p><p>Muchos gracias para tu tiempo. </p>,B2,3741760,19,L4776375,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,I5,A-MM,4294,,,,2021-06-20,2-A-SE
59,FAMOUS PERSON,<p>Hola Bad Bunny^<br></p><p>Me gusta su musica mucho y mis amigos^ mi familia^ mis professores^ y los demas de mi escuela y mi pueblo les gustan su musica tambien. Creo si venga a nuestra colegio seria una buena experiencia por usted y por todas las personas de mi colegio y de mi pueblo. Nuestra pueblo es una pueblo muy bonita^ y nuestra colgio es muy buena. Creo que usted le gustaria mucho. Estoy invitando a usted a venir a mi escuela.</p><p>Usted esta un rapero y si venga mi colegio puede performar para todos los estudiantes y professores de mi colegio. Tenemos un gimnasio muy grande donde todo el colegio puede sentir para escuchar su musica. Nos pagamos por todos usted solo tiene que venir y perfomar. Creo que seria una buena experienca para todos incluido. Puede dormir en el hotel de nuestra pueblo y comer de algunos de las restaurantes de nuestra pueblo. Nos ojalamos que usted le venga a nuestra pueblo para perfomar por el colegio.</p><p>Muchas gracias </p>,B2,3743142,51,K4778206,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,I5,A-SE,4428,,,,2021-06-20,2-A-SE
3,DAILY_SCHEDULE_ROUTINE,<p>Hola^ </p>,B2,3691822,10,T4719164,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.,I,1,I1,I-NE,3543,,,,2021-06-20,4-I-NE
4,ART,<p>La ciudad nuesta es una ciudad muy artistica. Puedes encontrar arte en todos partes de la ciudad. Por los edificios^ en el calle^ en museos^ en restaurantes^ todo el ciudad esta cubierto del arte. Uno de las lugares mas populares de verte arte es el museo del arte de la ciudad. Esta en la calle centro de la ciudad y es un eidficio muy grande y iconico. Puedes ir por gratis cada viernes. Adentro de este museo hay un gran variedad de arte. Hay arte de nuestra ciudad y nuestra estado^ y tambien de otros partes del mundo. Hay pinturas^ esculbturas^ y exibitos. Hay algiuen para todos. Un otro lugar donde puedes ver arte es en las calles del ciudad. Hay grafiti en muchos de los edificios hecho por artistas locales. Algunas los le gustan el grafiti pero es una forma de arte muy integral a la ciudad. A mi me gusta las pinturas de la vida. En el museo de arte hay muchas pinturas de la vida normal de gente. Hay pinturas de gente trabajando y jugando y creo que es muy facinante para ver como viven otras personas.</p>,B2,3743142,51,K4778206,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.,I,1,I5,,4428,,,,2021-06-20,1-I-MF
5,ART,<p>En mi publo^ no es un gran cultura de arté^ es commun en publas pequenas de los estados unidos. Hay arte^ pero mas de la tiempo la arte exsiten en escullas o en locacions historical. Y mas de la tiempo es arte natural de los montanas o la lago. Es arte muy bonita y muy bien^ pero solo es una tipo de arte. Si tu queires muchos tipos de arte no es possible en mi pueblo. Pero no es impossible. </p><p>En mi escuella^ la proffessora de arte es una mejor que viajado mucha asi que es natural para ella a ve muchos typos de arte. Ella pensaba que la experiencia de viendo muchos tipos de arte de muchos culturas es necsessario para todos de su estudiantes. Asi que ella toma los estudiantes de mi escuella a la ciudad en mi region y a la ciudad de Nueva York. En los ciudads es possible a ver muchos tipos de arte y culturas differente. En mi opinion es una experiencia muy importante. </p><p><br></p>,B2,3741760,19,L4776375,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.,I,1,I5,,4294,,,,2021-06-20,1-I-MF
6,ART,<p>Hola clase^ en la ciudad podemos ver arte en el museo de arte contemporáneo. Allí encontrará un montón de obras de arte de artistas locales^ así como arte de artistas de renombre mundial. En nuestra escuela el arte puede ser encontrado en la clase de arte^ de los estudiantes en la escuela. Hay un montón de arte en los pasillos también en la escuela. Mi tipo de arte favorito es el arte del color del aqua^ me gusta esto ya que es muy hermoso. Muchas obras de arte en color agua se pueden encontrar en toda la escuala y el museo.</p>,B2,3707452,70,J4737468,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.,I,1,I5,,3400,,,,2021-06-20,1-I-MF
