,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam,MachineScore
92,COMMUNICATIONS,<p>Por adónde yo vivo siempre puedes encontrar a los jovenes riendose y platicando entre ellos mismos. Cuando los jovenes estan juntos^ ellos pueden platicarse y decirse lo qúe sea^ pero con los padres aveces es dificil platicar de todo lo que se platida entre jovenes. Otra fórma en qúe los jovenes se comunican es atraves de las redes sociales. Es mas facil hoy en dia charlar com las redes sociales. Muchos adultos no usan las mismas plataformas que los jovenes usan. Esto significa que hay menos conversasiones de adulto y joven atraves de las redes sociales. </p><p>En una ocasion^ fúi a la casa de mi amiga a jugar. Cuando su mamá llego^ mi amiga cambio por completo. Su forma de comunicarse con su mama éra diferente a la forma en que ella se comunicaba con migo. Al agual^ me a tocado pasar por una experiencia con mi mamá. A mi me gusta jugar con mis amigos en linea miéntras charlámos^ pero para mi mamá^ eso solo es un gasto de tiempo. Para ella^ és dificil entender qúe se púede pasar tiempo con los amigos atraves las redes sociales. Le expliqúe lo qúe yo estába hacíendo y púdo entenderme ún poco mas. </p>,B2,3734915,66,E4766553,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,A,A-MF,4428,,,,2021-06-25,1-A-M+
93,COMMUNICATIONS,<p>Es obvio la manera de comunicar entre los adultos y adolescentes es diferente. Donde yo vivo^ la actitud y manierismos es diferente. Yo pienso que en los adolescentes^ la forma de comunicar es menos serio de los adultos. Tambíen ellos usan el telefono via diferentes apps para comunicarse entre otros. Hay applicaiones como SnapChat^ iMessage^ Instagram^ Facebook^ WhatsApp^ y posible mas. Usualmente buscas los adolescentes usando snapchat mucho para chatear con sus amigos. En los adultos mas mayor es común para buscarles usando applicaiones como Facebook y WhatsApp. Cuando los adolescentes comunican^ ellos usen frases acrónimos como |lol| y |brb| por ejemplo.  En general^ los adolescentes confiaran en su telefono mas estos dias porqué se puson comfortable en tratando sus situaciones entre los telefonos. Los adultos están más acostumbrados para tratar situaciones en persona con otros. </p><p>Un ejemplo en mi pasado que refleja las diferencias en comunicación que yo ha identificado fue una vez yo experiencie una amiga dejando su relación por telefono. Típicamente los adultos saben a gestionar estos tipos de situaciones en una diferente manera. Anque los adolescentes están más acostumbradas a tener los telefonos ellos tambíen les resulta fácil afrontar sus problemas allí. Esa amiga podría dejar su relación en otra manera como confrontar su novio en persona^ pero ellos aprovechan los telefonos mas de los adultos. Además^ yo pienso que los adultos están mas comfortables y acostumbrados a tratar situaciones así con mas madurez y de una manera más seria. El resultado de la situacion entre mi amiga y su novio fue que la relacion termino y no hablaban mas.</p>,B2,3741017,21,Y4775171,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,I5,A-SE,3543,,,,2021-06-25,1-A-M+
97,COMMUNICATIONS,<p>Communicacion es muy importante para un bien societad. Pero^ los adultos y los adolececias usan diferente formas de communicacion. Este resultado en un mal connecion de los adultos y adolecencias. Mal communicacion puede resultado en situacion cuando dos personas interpretivan el mismo coas o mensaje en dos difernte maneras. Claro^ communicacion es muy importante y es peligro cuando los adultos y los adolesencias tienen dieferente maneras para communcacion.</p><p>Un grande diferente manera en como los adolescencias y adultos de communicacion es con los telefonos. Para los adultos^ mucho ellos les gustan usan el telefono y hablar con un otos persona. Pero^ para adolecencias^ ellos usan los mensajes de texto para habla con un otro persona. En mi opinion^ los mensajes de texto es ma facil porque ellos pueden responder no rapido. Ellos pueden responder en un manera perfecto porque ellos tienen tiempo para responder. Pero^ para el manera los adultos communicar^ es directamente con unotro persona usanado el telefono. En este momento^ ellos necesitan responder muy rapido y no tiene tiempo para responder en un manera perfecto. Pero en el otro mano^ mucho personas piensan el manera de los adultos es mejor porque cuando ellos hablar en un manera personal^ no tienen oppotunidad para mal communicacion o difernete mensajes interetivo. Ademas^ cuandos los adolescenicas usan los mensajes textos^ el mensaje real pueden cambiar si  un persona interpetivo el mensaje en un manera diferente. En genreal^ los adultos y los adolescencias usan diferente formas de communcacion y pueden ser peligro si ellos interpretan el mismo mensaje en maneras difernetes<br></p><p>Para un ejeplo real del peligro si ellos interpretan el mismo mensaje en maneras diferentes es un ejemplo con mi familia. Cuando mi familia fueren visitan canada^ nosotros necesitamos tener mucho ropa para el clima frio. Pero^ mi hermano Liam unsan el telefono y da un mensaje de texto a mi preguntan si yo tengo su jaqueta y los pantalones. Yo respondé con |si|^ pero yo solomente responder si a el pregunta sobre los pantalones. Yo tengo hermano pantaolones no tuve el jaqueta. Es mal communicacion porque cuando nosotros fuimos en Canada mi herman pregunta para su jaqueta y no tuve. Ahora mi hermano se siente frio con no jaqueta. Mi hermano es mas mayor de mi es un adulto^ yo soy un adolescencias y nosotros comunciamos en maneras diferentes. </p><p>En conclusion^ Adultos y adolecencias comunican en maneras defirente y pueden ser peligro. </p>,B2,3746491,22,S4786203,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,I5,A-MM,3389,,,,2021-06-25,1-A-M+
98,COMMUNICATIONS,<p>cundo los teens ablan ono al otro much de la ves es por telephono se es textando^ llamada^vedeo llamada^ o por video jugo es mas qundo son lejos de otros. cundo los aldutos lo asen ellos mucho de la ves es por frente a frente^ pero se estan legos entonces usan el telephone. en realedad es lo mesmo pero par unos es facil par otros no tanto pero pudemos ayudr los.</p>,B2,3746557,45,M4786421,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,I3,A-NE,3389,,,,2021-06-25,2-A-SE
107,FAMOUS PERSON,<p>im no pasar esta prueba</p>,B2,3650560,46,M4673171,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,I4,A-NE,4294,,,,2021-06-25,3-A-NE
394,EDUCATION,<p>Hola^</p><p>       Hay dos diferentes escuelas entre la comunidad de yo. Hay las ecuelas publicos y las escuelas privado. Hay mas personas en escuelas publico^ y hay menos en los privados. Muchos privados son regligias. El publicos no puede ser religioso. Yo voy a una escuela publico y no necesita uso dinero a ser en la escuela. El privados necesito mucho dinero de las parentes. </p><p>       Estudiantes normalmente va a un universidad. Hay majors como biotechnologica^ fincancia^ Ingles^ Espanol^ y muchas mas. Hay clases que todos de las personas necesito tenia antes estan otros clases relatado del major.</p><p>Sinceramente^</p><p>Megan Brook</p>,B2,3736240,43,G4768139,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I4,A-SE,3947,,,,2021-06-25,2-A-SE
395,EDUCATION,<p>Querida Madrid </p><p>Hola como estas Madrid? Te queria ablar de diferente tipos de educacion alrededor de mi. Voy a enpenzar con mi escula The American Dream School. Mi escula es una escula bilingue. Tenemos clase de espanol. No muchos esculas tienen classe de espanol. Nuedtro escuela is un charter school.  Done yo vivo hay muchos esculas publicos . Pero hora estan asendo escuals chater. Lo bueno de esto es que esculas chater son mas mejor que esculas buplicos. Te ayudan mas y descubrir tu talento y en que nececitas ayudan  en. Lo malo es que esculas publicas hay mucho peleas y no te ajudan con muchas cosas. Coundo terminas high school algunos ninos no van al collejo y preferan a trabajar algunos van al collejo. Permo los mas importante es ir al gradacion.  Vas a ir y te tan tu deploma de high school. </p><p>Atentamente Leilani Rosario</p><p><br></p>,B2,3744777,36,Y4781869,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I4,A-SE,4294,,,,2021-06-25,2-A-SE
396,EDUCATION,<p>En mi comunidad^ los dos opciones de escuela son la escuela pública^ y la escuela privada. La escuela pública es buena porque es gratuita y conoces a mucha gente diversa. Hay muchas opciones diferentes para las clases y muchos extracurriculares. La escuela pública puede ser mala porque no te prepara tanto para la universidad como la escuela privada. La escuela privada es buena porque te prepara muy bien para la universidad^ sin embargo^ muchas personas no pueden atender porque es muy caro. </p><p>Después de terminar la escuela secundaria^ los estudiantes toman muchos caminos diferentes. Por ejemplo^ muchas estudiantes deciden ir a la universidad despuès de graduarse^ donde pueden obtener un titulo para el trabajo. Los estudiantes tambièn pueden decidir unirse a las fuerzas armadas^ donde lucharán por nuestro país. Finalmente^ muchos estudiantes decided conseguir un trabajo inmediatamente después de graduarse. Hay muchos caminos diferentes por las estudiantes.</p><p><br></p><p><br></p>,B2,3735693,65,B4767529,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I5,A-SE,3389,,,,2021-06-25,1-A-M+
398,EDUCATION,<p>Hay muchas tipos differentes de esculas y educaion en mi communidad. En mi comunidad hay escula publico^ y escula privado. Los beneficos de escula publico es que hay muchas actividades extra cullicular que ellos puedan hacer. Pero los detremintos son que en la escula publico^ la dinero es muy importante y es possible que hay esculas publicos que no tenia mucho dinero que causa problemas con deportes^ actividades^ su educcion^ y otros problemas.</p><p><br></p><p>Despues colegio hay muchas opciones differentes que tu puedes hacer. Un opcion es que tu ir a universidad para aprender mas y escoger un ocupaccion que te gusta. Ahora^ mi hermana esta en univserdiad por que ella quiere trabajar en un hospital. Para trabajar en un hospital^ ella tenia terminar universidad. Un otro opcion es no ir a universidad y empieza una tienda. Una tienda es un manera que personas venden cosas por otros personas^ </p><p><br></p>,B2,3735769,55,Z4767605,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I4,A-SE,3947,,,,2021-06-25,2-A-SE
399,EDUCATION,<p>Hay muhcas opciones para la escuela en mi comunidad. Las más populares son las escuelas publicas y privadas. La escuela pucblica está available para la mayoría de la gente. Las escuelas privadas pueden ofrecer mejores opurtunidades paras un poco de estudiantes pero cuesta mucho dinero para asistir. </p><p><br></p><p>Después de colegio los estudiantes tienen la opurtunidad para ir a la universidad. En la universidad pueden enfocar sus estudios en algo más especifico. Para asistir una universidad necesitas dar una applicación y ellos lo miraran. Si aceptas necesitas dar dinero y después puedes asistir la universidad. Las personas inteligentes pueden ir a la universidad para gratis con un |tuition|</p>,B2,3735793,56,T4767629,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I4,A-SE,3947,,,,2021-06-25,2-A-SE
437,LANGUAGE ARTS,<p>Mi libro favorito se llama |Scythe|. En el libro nadie muere de vejez. Por eso hay personas que se llaman |Scythes|. Estes personas matan varias personas. No hay nada que puedeas hacer para prevenir el muerte. Los Scythes no pueden matar los miembros de la familia de los muertos. El caracter prinicipal rompe esta regla y escapa su muerte.  Hay un Scythe que no matar el caracter principal y lo convierte el a su estudiante. </p><p><br></p><p>Me gusta que es un libro tragica y que no tiene miedo de matar las personas. Pero^ pienso que el libro se movio mâs rápido.  Pienso que el libro debería seperar a dos libros. El libro es bueno si quieres leer^ pero puede ser triste para algunos personas</p>,B2,3735793,56,T4767629,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I4,A-SE,3947,,,,2021-06-25,2-A-SE
