101,EDUCATION,<p>Hola^</p><p>Tienes buenas preguntas sobre los estudiantes y la educación en mi comunidad. En mi comunidad^ la educación es diferente para cada estudiante porque hay muchos opciones diferentes para todo.</p><p>En mi comunidad hay tipos de escuelas diferentes. Yo voy a una escuela publica donde todos los estudiantes viven en el mismo pueblo. Los estudiantes a la escuela publica van a escuela  7:45 hasta 2:05 por los días lunes hasta viernes. Estos estudiantes viven en sus casas con sus familias. En estos tipos de escuelas es una opción para participar en los deportes y equipos de la escuela. No es necesario para jugar un deporte. El otro tipo de escuela en mi comunidad es las escuelas privado. Estos escuelas tienen estudiantes de todo el mundo^ no solomente del pueblo que la escuelas está. Muchos estudiantes en estos escuelas viven a la escuela en un edificio con otros estudiantes. Estos escuelas tienen similar horas de escuela pero tiene un día corta en los miercoles y una otra día corta en los sabados. También^ necesitas pagar mucho dinero para asistir esta escuela. Además^ a la escuela privado^ es necesario jugar tres deportes para la escuela durante el año de escuela. Hay muchas cosas diferentes sobre los dos tipos de escuelas y hay un variedad de los positivas y negativas de cada depende de lo que quieres. Algunos se encanta que es necesario jugar deportes a las escuelas privados porque conseguen todos las estudianted hacer ejercicio. Mientras otras odian que es necesario jugar deportes porque no son deportistas. Una cosa negativa de las escueals privados es que el costo es muy grande. Esto es una cosa que hace muchas personas dijen no a las escuelas privado. Los opciones de educación en mi communidad son un educación de privado o publica. Hay debates sobre si uno es mejor de el otro^ pero yo pienso que esto depende estudiante a estudiante.</p><p>Después de escuela segundaria^ estudiantes tipicamente asisten una universidad para continuar sus educación. A las universidades^ las estudiantes usualmente encontró uno o dos tipos de clases que son el mejor interesante a ellos^ como matematicas o español^ y aprendieron sobre estos sujetos specificos. Las categorías que los estudiantes escogeron y aprendieron en las universidades^ usualmente son las cosas que los estudiantes van a usar en sus trabajas después de la escuela a la universidad. Una otra manera vivir despues de la escuela colegio es con un empresa de su familia. Tengo un amigo quienes padre tiene su propia empresa^ y después de la escuela colegio^ él va a trabajar por su padre y eventualmente consegue la empresa. No es necesario ir a una universidad sí quiere continuar una companía de su familia. </p><p>Estos es el mayoría de todos los opciones de escuelas^ educaciones^ y futuros de personas en mi comunidiad. Espero que lo ayuda.</p>,B2,3735761,58,U4767597,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I5,A-MF,4294,4141.0,,,2021-06-30,1-A-M+
102,EDUCATION,<p>En mi comunidad^ la mayoría de la gente va a la escuela pública. Escuelas públicas son buenos porque pueden inscribirse gratuitamente y es donde concerá a la mayoría de los miembros de su comunidad. Sin embargo^ debido a que son financiadas por el estado^ algunos escuelas públicas son mejores que otras dependiendo de la cantidad de dinero que reciben. La calidad de la educación también puede dependeer y la comida suele ser mala porque se necesita más dinero para la educación.  Además^ algunos estudiantes van a la escuela privada en su lugar. Son buenos porque suelen tener mejor comida y educación porque redciben más dinero. Sus campuses también son más agradables. Sin embargo^ muchas escuelas privadas te obligan a usar uniformes y requieren dinero para inscribirte^ lo que puede ser muy costoso. Tampoco están sujetos a tantas reglas^ por lo que es más fácil para ellos hacer que hagalo que ellos quieren. Después de la escuela secundaria^ muchos estudiantes van a la universidad^ donde debes solicitar y pagar para poder ingresar. Algunas universidades son solo para ciertos trabajos^ mientras que otras son para todos. Muchos esperan ingresar a escuelas de élite^ especialmente escuelas |ivy|^ donde es muy difícil ingresar pporque tienen muy buena educación. Sin embargo^ algunos también van a la escuela de oficios. Esto es para que puedan tener trabajos como electricista o plomero. Muchas estudantes también van al ejército^ ya que el gobierno pagará su educación universitaria si se inscribe. Si un estudiante quiere un tabajo muy especializado^ puede ser un aprendiz de un experto^ pero esto es poco común donde yo vivo. </p>,B2,3735753,52,L4767589,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,A,A-MM,4294,,,,2021-06-30,1-A-M+
105,EDUCATION,<p>Yo vivo en la communidad conocido por Baltimore County Public Schools (BCPS). En BCPS hay muchas escuelas para atender y depende por donde vive uno. Yo voy a la escuela Hereford High School. Este es un típico escuela que es publico y puede atendar cualquier persona. En las escuelas publícas hay muchas opportunidades de aprender cosas afuera del las clases. Por ejemplo^ puedes participar en grupos que ayudan a los animales^ aprender nuevos habilidades^ y crear organizaciones para guardar dinero para ayudar a la gente que no tienen recursos. Aveces hay programas en donde los alúmnos pueden tomar más clases afuera de la escuela para terminar clases de colegio más temprano. Hay escuelas privadas que tienen los mismos opportunidades pero cuesta dinero para atender escuelas privadas. Aveces las escuelas no tienen pogramas o grupos para ayudar sus almúnos y les cuestan aprender más cosas.</p><p>Tipicamente estudiantes toman diferentes pasos despues de la escuela. Unos van a los universidades y otros deciden a unirse al ejército. Decider es lo difícil pero tienen un buen ídea de lo que quieren hacer. Muchos atenden univesidades de 4 o 2 años. Todo depende en lo que van a estudiar. Hay unos que van a colegios comunitarios si no tienen un buen idea de lo que quieren hacer en el futúro. Hay unos que deciden a unirse al ejército para representar su país y entrenar. Tambien hay almunos que deciden no continuar en estudiar y empiezan sus vidas haciendo lo que mas le gustan sin tener estudios. </p>,B2,3738020,60,A4770818,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I5,A-SE,4428,,,,2021-06-30,1-A-M+
113,LANGUAGE ARTS,<p>El libro^ 'The Stranger' escrito por Albert Camus^ se trata de un hombre y como el mire la vida o su significado de la vida. El carácter principal se llama Meursault. El vive solo y vive normal con un trabajo y hace la misma rutina todos los dias. Le ocurre unos eventos con la muerte de su madre^ conociendo un nuevo amigo^ y conociendo a una mujer. Cuando conoció a su nuevo amigo^ Raymond^ ocurrio problemas con el hermano de Raymond hasta que termino con violencia. Meursault al final mata al hermano de Raymond y se da cuenta que la sociedad es uno y el corte deciedoren la muerte a Meursault. Pero el piensa que los sentimientos y significados no tiene que ser parte de la vida. Uno decide cómo vívir y como sentir las cosas porque al final todos mueren. </p><p>Este libro fue muy interesante y me hizo pensar en los signifcados de la vida. Meursault tenía rázon con su perspectivo de la vida. Todos piensan igual pero si alguien sigue o crée en otras cosas eres un criminal. Este libro no es persuasivo pero explíca mucho de la vida real y sus conceptos de vida. Yo les recomendaría leer este libro si quieres ver la vida en otro perspectivo. </p>,B2,3738020,60,A4770818,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I5,A-MM,4428,,,,2021-06-30,1-A-M+
114,LANGUAGE ARTS,<p>Actualmente^ mi libro favorito es The Maze Runner de James Dashner. En este libro^ un grupo grande de acerca de 100 adultos jóveness están encerrados en un amtenbiente pequeño entre cuatro paredes muy altas. En los ambientes^ ellos necesitaban aprender a sobrevivir y hacer amigos unos con otros. El mejor persona fue Thomas. En el libro Thomas es una persona de carrera con su amigo nuevo Minho. Ellos descubrieron que es una entrada de una de las paredes y que todas las paredes forman un viaje complejo. En el libro^ las presonas tratan de escapar del pequeño ambiente y descubrir que pasa todas las paredes. Al final^ Thomas^ Minho y acerca de diez otras personas sobreviven mientres son obtenidos por un avión pequena y un grupo de personas con pistolas.</p><p>Me gustó el libro porque tenía mucha acción y que las personas eran muy jóvenes y agradables. Me encantó que el libro tenía muchas buenas aventuras^ pero también malas situaciones de miedo. Hubo mucho drama y la aventura es más creativa comparada con otros libros. Pensé que este libro era bueno^ pero también pensaba que el libro debería haber más conversacioens y conexiones entra las personas.</p>,B2,3735701,1548,R4767537,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I5,A-MM,3947,,,,2021-06-30,1-A-M+
115,LANGUAGE ARTS,<p>Recientemente^ leí el libro |PTSD|^ una novela gráfica sobre una veterana que regresó de una guerra ficticia. En el libro^ se hace amigos de una variedad de personajes^ como un perro^ la dueña de una tiena y un otro veterano. La veterana trabaja para comrender su propósito en la vida y superar su adicción a las drogas^ que la mayoría de los veteranos tienen porque el gobierno no se ocupa de ellos. A medida que se acerca a sus amigos y se da cuenta de que estå lastimando a otros^ se vuelve más amable^ dej a de tomar drogas y se convierte en médico con otro veterano al final de la historia. Una parte interesante del libro fue conocer su pasado. El libro tiene muchos flashbacks^ por lo que es interesante ver cómo la guerra la arruinó. También^ la veterana comienza a robar drogas y mata a otras personas por las drogas^ lo que me sorprendió porque durante la mayor parte del libro le gustaba estar solar y evitaba a otras personas.La mejor parte del libro fue el arte. El arte es muy hermoso y hay muchas detalles en cada página. La historia también es cautivadora en algunas partes^ y quieres ver la veterana mejorar porque sabes que se merece algo mejor. Sin embargo^ creo que la historia es un poco rápida. No hay suficiente desarrollo de su personaje para justificar totalmente su cmbio^ pero me gusta que el final sea esperanzador. La decisión de convertir la guerra en ficticia también fue una buena idea^ ya que hace que los lectores se concentren menos en la guerra y más en el personaje. Sin embargo^ creo que se podrían haber realizado más investigaciones sobre el PTSD^ ya que el autor no lo tiene^ y deso que el autor consultara a alguien que sea un experto en PTSD. En general^ este libro es ideal para alguien que quiere una lectura rápida con gran arte^ pero no para alguien que quiere una escritura muy profunda. </p>,B2,3735753,52,L4767589,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,A,A-MM,4294,,,,2021-06-30,1-A-M+
118,LANGUAGE ARTS,<p>Un libro que yo leí en mi clase de ingles este año fue The Adventures of Huckleberry Finn. </p><p>Esto libro es sobre las adventuras de un niño Huckleberry Finn. Huck Finn es un niño con mal un padre que bebe mucho y no se ama Huck. Para escapar su padre^ Huck destrue su casa hacer se parece como Huck muerto^ pero él corre de su papa y el pueblo. Esto es muy interesante porque muestra la intelegencía de Huck y el mal conneción con su padre. Cuando Huck corría^ encontró un runaway slave^ Jim^ de una amiga de su familia. Huck decidió ayuda Jim corre a el norte ser libre. Durante su viaje al norte^ Huck y Jim tienen muchas adventuras en su viaje. Por ejemplo^ los dos encontraron y ser poneron amigos con hombres que hacen robos. Esto es un adventura para tratar consegui los roberos a la policía. También^ Huck vestió como una chica^ y como un amigo^ para conseguir ayuda de personas en lugares diferentes. </p><p>Me gusta esto libro porque tiene muchas cosas muy sorprendo. Cada adventura que Huck y Jim se encontró fue muy interesante y tiene solucionés que no pienso. Es obvio que hay mucho constreversidad con esto libro y esto es porque yo pienso que el libro debe mejor sin que el racismo y la lenqua que el libro use durante el tiempo que el libro fue escrito. Pero^ creo que esto libro sea fantastico con muchas adventuras comicos y con las ideas de la autor sobre las relaciones con los blancos y los negros durante esto tiempo. Es una buenas libro para reír^ y aprender mucho.</p>,B2,3735761,58,U4767597,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I5,A-MF,4294,4141.0,,,2021-06-30,1-A-M+
119,LANGUAGE ARTS,<p>íHola! </p><p>Mi libro favorito se llama Into The Wild. Lo que paso en el libro fue que un joven^ se llamaba Chris McCandless^ estaba arto de la vida de la sociedad. El no le gustaba el gobierno^ el dinero^ que la educacion es tan importante^ etc. El fue a la universidad y se graduo. El no entendia porque la educacion y el estatus de las personas lo hacían mejor que a otros. Chris no se llevava bien con sus padres. Una razon es porque el se entero que su papa engaño a su mama^ hasta tiene una segunda familia que Chris siente ama mas que a la del. Tambien la familia de Chris tenía dinero y a el no le gustaba eso y que no le dieran dinero. Chris se fue solo a vivir en la naturaleza. Cojio sus cosas y se fue corriendo a su viaje para llegar a Alaska. Conocio a muchas personas y por poco se muere muchas veces. Haste el final del libro^ si se murio. Algo interesante es que al empezar del libro ya te dice que Chris va a morir. Ya lo sabes. Todo lo que le paso en el camino es otra historía. El trabajó aveces^ no le dío su informacion personal a su jefe^ hasta abrío una cuenta de banco una vez. Sus papas estaban muy preocupados cuando se enteraron que estaba desaparecido. Ellos contrataron un detective privado para ayudar encontrar a Chris pero el no ayudo mucho para nada. Los papas no lo encontraron hasta que lo hayaron muerto. </p><p>Lo que me gusto del libro es que yo pude relacionarme con el. Cosas que pasaron con la familia de Chris como peleas y discusiones especificas con problemas entre la familia yo tambien la he tenido. Me encanto que era diferente a los libros tipicos. Y que es basada de una persona en la vida real. Pienso que lo que podrian haber hecho mejor en Into The Wild es no encorperar tantas otras historias que no necesariamente tienen que ver con Chris. Ponen historias pequeñas sobre demas hombres que hacen una aventura similar y por donde viajan y que hacen. Me gusto mucho la diferente perspectiva que es commún pero no muchos libros hablan sobre querer estar solo^ no soportar el gobierno^ vivir como en los tiempos de antes^ y mucho más. Espero que leás Into The Wild!</p><p><br></p><p>Muchas gracias^ </p><p>Alanys Rivera</p>,B2,3735741,16,M4767577,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,A,A-MF,3400,,,,2021-06-30,1-A-M+
122,LANGUAGE ARTS,<p>Mi libro favorito es |El Gran Gatsby| por F. Scott Fitzgerald. Es un historia sobre un hombre se llama Jay Gatsby. Él es un muy rico persona que es muy misterioso. Nunca personas sabe dondé recibe su dinero por y tiene muchos rumores. ¡Gatby se reunión con su primero amor^ Daisy^ pero ella está casada! El vecino de Gatsby^ Nick Carraway^ es un primo de Daisy^ y ayuda Gatsby para coseguir ella para él. Todos los personas pasar por muchas retos^ con muchos muertes y verdades. Una carácter que estaba muy interesante es Gatsby. Nosotros conocemos que él estaba muy pobre y sus padres estaban granjeros. Además^ Gatsby hizo muchos cosas illegales para obtiene su dinero y tuvo muchos relaciónes con personas malos.  </p><p>En el libro^ mi gusto mucho todos los giros y problemas que Gatsby y sus amigas pasan por. ¡No gusto para leer y este libro tuvo me nunca gustaba ponerlo abajo! De los románticas prohibidos a los misterios |El Gran Gatsby| estaba un diez de cada diez. Pero una cosa de este libro que podría haber hecho mejor era el final. ¡Este era muy triste y yo estaba enojada por mucho tiempo después! No mi digo este^ pero si tú gustas para leer^ sepa es muy loco.</p>,B2,3735717,61,U4767553,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I4,A-MM,3400,4141.0,,,2021-06-30,1-A-M+
126,LANGUAGE ARTS,<p>Mi libro favorito es To Kill A Mockingbird^ y lo leí por escuela en el grado 8. Este libro es sobre racismo entre personas blancas y personas negras durante la Gran Depresión en el sur de los Estados Unidos. La historia sigue una familia de un abogado^ Atticus Finch^ y sus hijos^ Scout y Jeremy (Jem)^ quienes asisten escuela primaria. Durante el verano^ Scout^ Jem^ y su amigo Dill exploran la casa de Boo Radley^ una persona que nunca sale su casa. Scout^ Jem^ y Dill juegan y no toman la situacion con urgencia hasta que encontren regalos y cosas simpáticos de Boo. En el final del libro^ Boo Radley salva los niños del ataque^ y enseña un lección muy importante: nunca dice pensamientos negativos sobre una persona sin cononcerse. Al mismo hora^ Atticus esta luchado por un hombre quien se llama Tom Robinson. Tom es una persona negra^ entonces hay mucho racismo contra èl^ especialmente porque el pueblo piensa que él hizo cosas malas a una mujer blanca. Entonces nadie le gusta a Tom porque es negro pero también no le gusta Atticus^ Scout^ o Jeremy porque apoyan a Tom. Por fin^ Tom y Atticus perdieron el caso en la corte porque todas las personas que hicieron la decisión estaban blancos.</p><p>Algo que me gusta sobre To Kill A Mockingbird es que enseña muchos lecciónes sobre el racismo^ algo que es muy importante saber por los ninos. Tambien^ usa muchos símbolos creativos que me hizo disfrutar del libro más. Tambien^ me encanta los personajes de la historia^ especialmente Scout. Ella está una buena ejempla  por otros niños quienes están leyendo el libro. Honestamente^ no sé que puede ser mejor porque es un libro fabuloso. Pero una cosa importante es que tiene informacion grafico y lengua malo.</p>,B2,3735681,73,D4767517,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,A,A-MF,473,,,,2021-06-30,1-A-M+
130,POP_CULTURE,<p>Bienvenidos^</p><p>En mi escuela pública^ los estudiantes pueden vestirse en nuestra ropa. No tenemos uniformes. Cuando estamos en escuela^ es importante que llevamos ropa que cubre nuestros cuerpos. Usualmente^ nos vestimos informalmente^ con los jeans y camisetas. En el invierno es común vestirse en un suéter con jeans o otros pantalones. En el verano o primavera^ muchas chicas llevan faldas o pantalones cortos con una camisa o camiseta. No es normal llevar un vestido en escuela^ pero algunos veces durante el verano^ estudiantes se visten vestidos informales. A fuera de escuela^ nos vestimos muy informal^ pero hay algunos restaurantes en que llevamos ropa formal. </p><p>En nuestro pueblo^ es común unirse en el centro. Es fácil caminar de la escuela secundaria al centro^ entonces hay muchos estudiantes en el centro después de escuela. Una vez^ hubo un dia corto de escuela^ entonces yo y mi amiga Emily fuimos al centro. Primero^ comimos en Main Moon^ un restaurante chino. Después^ fuimos al parque y jugamos con los perros en el parque. También^ escuchamos música en el campo de fútbol y practicamos nuestro baile. Finalmente^ nos sentamos en el campo de fútbol y hablamos hasta nuestras padres vivieron. Hay muchas actividades en el centro.</p><p>Adios</p>,B2,3735681,73,D4767517,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,A,A-MF,473,,,,2021-06-30,2-A-SE
132,POP_CULTURE,<p>En mi comunidad de escuela^ hay muchas ropa populares. En escuela y afuera^ la mayoría esta mismo. Algunes marcas que son populares eran Lululemon^ Urban Outfitters^ y Pacsun. En estes tiendas^ hay pantalones similar a leggings en colores muchos^ las sudaderas que son muy grandes^ camisetas brillantes y cortos^ y vaqueros grandes. Además para los zapatos^ marcas como Nike^ Jordan Unos^ y Vans son muy moderno. En escuela muchos personas gustan ropa para ser muy cómodo y relajado. ¡Es muy incómodo para ser en ropa apretado cuando a escuela! Pero^ afuera de escuela^ es popular a viste más elegante.</p><p>Una lugar en mi comunidad que todos jovenes le gusten es la piscina se llama Hopmeadow. ¡Uno tiempo cuándo vaya este con mis amigas yo veo todos mis otros amigos! No sea experado^ pero estaba muy divertido. Nosotros nadaron en la piscina^ comieron comida deliciosa^ y se relajaron en el sol. También^ muchos personas como viven en Simsbury trabajar a Hopemeadow^ así es imposible no ver una persona que su conoce cuando estás ahí. Hopmeadow es más popular en el verano. Es muy probable para ver sus amigos a este cuando escuela está listo.<br></p>,B2,3735717,61,U4767553,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,I4,A-SE,3400,4141.0,,,2021-06-30,1-A-M+
134,POP_CULTURE,<p>En mi comunidad de escuela una tendencia de ropa entre los estudiantes en y fuera de la escuela es un sombrero y las zapatillas blancas. Para los sombreros^ muchos atletas y los individuos con el pelo más largo gustan de usar los sombrero porque son cómodos y cubren su pelo. Un sombrero es bueno porque ayuda a evitar a hacer su pelo por la mañana. También sombreros comunes son sombreros con los nombres y simbolos de univerisdades or equipos atléticos. Para los zapatos^ una grande mayoría de los estudiante en mi comunidad de escuela tienen zapatos blanco. Esto es porque zapatos blancos hacen beunos con todos los colores diferentes de pantalones y camisas. </p><p>Un lugar donde a muchas personas en mi comunidad le gusta reunirse es en el campo de fútbol de Simsbury Highschool. Una vez^ mi amigo Keenan y yo fuimos al campo tarde por la noche para pasar y tirar un balón de fútbol por un poco tiempo. Sin embargo^ cuando llegamos al campo^ haya muchas personas en el campo jugando todos los tipos diferentes de deportes como fútbol americano^ fútbol^ lacrosse y béisbol. Durante este tiempo mui amigo y yo hablamos con cada persona y preguntamos si quieren jugar un grande partido de fútbol. Me sorprendió que todas las personas decidieran jugar^ Después de el bueno partido^ todos habalron con cadad y aprendieron más sobre las vidas de las personas. Fue una experiencia increíble y espero que vea estas personas un otro tiempo.</p>,B2,3735701,1548,R4767537,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,I5,A-SE,3947,,,,2021-06-30,1-A-M+
135,POP_CULTURE,<p>¡Hola! Como ya saben soy Alanys Rivera^ y este es mi blog! Muchisimo gusto! </p><p>    Bienvenidos a los estudiantes extranjeros de Mexico! Quieren saber sobre las modas populares de ropa ahora^ sí! Yo te cuento. Dentro de la escuela es popular ver ropa de ¨calle¨^ que significa que las camisas y los pantalones son una medida más grande que tú talla normal. Ropa que no es pegada al cuerpo. Pero tambien es popular la ropa pegada al cuerpo como trajes y leggings. En la escuela otro estilo popular son los esweatpants. Se usa mucho porque muchos estudiantes no se ponen ropa de salir o sus mejores camisas o pantalones porque prefieren hacerlo afuera de la escuela. Afuera de la escuela es mas expresar su estiló verdadero^ como algunos estudiantes son mas basicós^ chic^ caros^ o goticós. Muchos tennis de Nike^ Jordan^ y Adidas se usan afuera de la escuela. <br></p><p>    En mi comunidad^ los jovenes se reunen en muchos lugares. En parques^ las tiendas^ los moles^ etc. Especificamente en mi comunidad^ el parque Pope Park es el lugar numero uno donde se reunen la gente joven en mi ciudad. Una vez de muchas^ mi amigo y yo fuimos al parque. Cuando llegamos^ fuimos al parque y nos sentamos. Despues salimos del parque un poco pero en la misma area. El parque es grande^ tiene mucha grama verde. Nos acostamos en el pasto y hablamos. Luego compramos merienda y nos acostamos en el parque y comimos. Habian muchos jovenes alrededor de nosotros. Hicimos nuevos amigos y conocemos a nuevos jovenes cada vez que vamos al parque. Jugamos fútbol en la cancha del parque. Despues caminamos a nuestras casas después de correr por todo el parque ríendonos y contando historías. </p>,B2,3735741,16,M4767577,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,A,A-MF,3400,,,,2021-06-30,1-A-M+
139,POP_CULTURE,<p>Esto topico es sobre las cosas populares que muchas personas en nuestra comunidad hace y lleva.</p><p>En el comunidad de mi escuela hay dos tipos del vestido de las estudiantes. Primero^ un tipo en el estilo de mi escuela es la ropa muy cómodo. Por ejemplo^ estudiantes van a llevar en ropa que es facíl poner en la temprana mañana y es cómodo llevar para el día completa. Esto es tipicamente lo que los estudiantes llevan a escuela. Pero^ los estudianted llevan diferente afuera de escuela. Usualmente en los semanas o después de escuela las personas llevan ropa más mejor. Afuera de escuela las chicas llevan más vestidos y cosas bonitas^ mientras en escuela llevan pantalones y un camisa. Por los chicos se parace que ellos siempre llevan las mismas cosas. Los chicos llevan en lo que quiere y es tipico por los chicos llevar pantalones cortos con un camisa. Las camisas que los chicas llevan son camisas con los detalles o llames equipos de deportes o de bandas de música. </p><p>Un lugar que los jovenos se reunen en mi comunidad es el parque en el centro del pueblo. Hay mucho espacio para jugar deportes^ tiene almuerzo^ o habla con sus amigas. Un tiempo yo estuve a la parque con mi amigos. Empeza hablar sobre escuela y un examen que nosotros terminamos el ultimo día. Mi amiga y yo hablamos sobre como pensamos el exam fue y lo que nuestras notas sería. Después de este conversación^ los chicos quieren jugar fútbol. Entonces^ un chico quien trajó una pelota escogío los dos equipos. Mi amiga y yo fueron separados pero los equipos fueron hacer justio. Yo recuerdo que mis amigos y yo jugaron fútbol hasta un equipo mató cinco goles. En un partido más divertido y justio^ mi equipo ganó cinco a tres. Terminamos el partido^ caminaron a la tienda de helado acerca del parque^ y comieron nuestras helados afuera la tienda. </p>,B2,3735761,58,U4767597,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,I5,A-MF,4294,4141.0,,,2021-06-30,1-A-M+
